Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-06 09:30:00-05:00,244.0399932861328,246.1999969482422,241.3450927734375,244.26499938964844,49420589,0.0,0.0
2023-12-06 11:00:00-05:00,244.26919555664062,245.38999938964844,243.10000610351562,244.61109924316406,24303100,0.0,0.0
2023-12-06 12:30:00-05:00,244.6300048828125,246.57000732421875,241.25999450683594,242.4499969482422,24096786,0.0,0.0
2023-12-06 14:00:00-05:00,242.47999572753906,243.1199951171875,239.7899932861328,239.9600067138672,16878800,0.0,0.0
2023-12-06 15:30:00-05:00,239.9499969482422,240.7899932861328,239.1708984375,239.41209411621094,8200217,0.0,0.0
2023-12-07 09:30:00-05:00,242.4499053955078,243.0699005126953,236.97999572753906,243.05760192871094,42435226,0.0,0.0
2023-12-07 11:00:00-05:00,243.07000732421875,244.0800018310547,241.1199951171875,241.27000427246094,24743102,0.0,0.0
2023-12-07 12:30:00-05:00,241.27999877929688,241.41000366210938,239.39999389648438,241.2550048828125,17518383,0.0,0.0
2023-12-07 14:00:00-05:00,241.25,241.8699951171875,240.32000732421875,241.7899932861328,13012691,0.0,0.0
2023-12-07 15:30:00-05:00,241.78579711914062,242.8585968017578,241.32000732421875,242.63999938964844,6812461,0.0,0.0
2023-12-08 09:30:00-05:00,240.1300048828125,245.22999572753906,239.47999572753906,245.18499755859375,39564574,0.0,0.0
2023-12-08 11:00:00-05:00,245.19000244140625,245.27000427246094,240.47999572753906,241.34010314941406,22653210,0.0,0.0
2023-12-08 12:30:00-05:00,241.3800048828125,243.50999450683594,240.69000244140625,243.4600067138672,16129428,0.0,0.0
2023-12-08 14:00:00-05:00,243.47000122070312,244.74000549316406,243.0500030517578,243.77000427246094,16050037,0.0,0.0
2023-12-08 15:30:00-05:00,243.77000427246094,244.0,243.22000122070312,243.77000427246094,6101583,0.0,0.0
2023-12-11 09:30:00-05:00,242.74000549316406,243.4409942626953,239.39999389648438,241.91000366210938,37493468,0.0,0.0
2023-12-11 11:00:00-05:00,241.94000244140625,242.0399932861328,237.4499969482422,238.70849609375,21078118,0.0,0.0
2023-12-11 12:30:00-05:00,238.7100067138672,239.66990661621094,238.1199951171875,239.0399932861328,13715060,0.0,0.0
2023-12-11 14:00:00-05:00,239.04640197753906,240.6699981689453,239.0,239.610107421875,16189072,0.0,0.0
2023-12-11 15:30:00-05:00,239.6114959716797,239.99989318847656,239.16000366210938,239.64999389648438,6555951,0.0,0.0
2023-12-12 09:30:00-05:00,237.14500427246094,237.36000061035156,233.8699951171875,235.22500610351562,39446066,0.0,0.0
2023-12-12 11:00:00-05:00,235.22439575195312,236.1365966796875,233.8800048828125,234.3699951171875,18410456,0.0,0.0
2023-12-12 12:30:00-05:00,234.36500549316406,236.58999633789062,234.33009338378906,236.25999450683594,15199160,0.0,0.0
2023-12-12 14:00:00-05:00,236.25,237.5261993408203,236.125,236.94219970703125,14154291,0.0,0.0
2023-12-12 15:30:00-05:00,236.9481964111328,237.08999633789062,236.41000366210938,236.97000122070312,5704249,0.0,0.0
2023-12-13 09:30:00-05:00,234.19000244140625,236.89999389648438,232.1999969482422,232.63009643554688,38666402,0.0,0.0
2023-12-13 11:00:00-05:00,232.66000366210938,232.97000122070312,228.1999969482422,230.44000244140625,34093367,0.0,0.0
2023-12-13 12:30:00-05:00,230.45989990234375,231.80999755859375,229.6999969482422,231.11489868164062,16044610,0.0,0.0
2023-12-13 14:00:00-05:00,231.1300048828125,240.3000030517578,231.1300048828125,236.80999755859375,42157595,0.0,0.0
2023-12-13 15:30:00-05:00,236.7899932861328,239.3000030517578,236.5301055908203,239.27999877929688,11338084,0.0,0.0
2023-12-14 09:30:00-05:00,241.22000122070312,249.8699951171875,240.7899932861328,246.6199951171875,57258179,0.0,0.0
2023-12-14 11:00:00-05:00,246.625,252.3000030517578,246.1999969482422,252.27999877929688,33614160,0.0,0.0
2023-12-14 12:30:00-05:00,252.27000427246094,253.8800048828125,247.1999969482422,248.37010192871094,33784693,0.0,0.0
2023-12-14 14:00:00-05:00,248.37989807128906,252.14999389648438,247.82000732421875,251.10400390625,23667928,0.0,0.0
2023-12-14 15:30:00-05:00,251.10000610351562,251.5500030517578,249.91000366210938,251.14010620117188,9127180,0.0,0.0
2023-12-15 09:30:00-05:00,251.2100067138672,253.3000030517578,248.3000030517578,252.36000061035156,49248738,0.0,0.0
2023-12-15 11:00:00-05:00,252.39999389648438,253.3699951171875,250.13999938964844,253.19320678710938,21934513,0.0,0.0
2023-12-15 12:30:00-05:00,253.19000244140625,253.67999267578125,250.86000061035156,251.13999938964844,19357918,0.0,0.0
2023-12-15 14:00:00-05:00,251.1300048828125,252.3000030517578,250.60000610351562,251.8907928466797,13387399,0.0,0.0
2023-12-15 15:30:00-05:00,251.8800048828125,254.1300048828125,251.86000061035156,253.33999633789062,10078455,0.0,0.0
2023-12-18 09:30:00-05:00,253.77999877929688,258.739990234375,252.55999755859375,255.5565948486328,41326392,0.0,0.0
2023-12-18 11:00:00-05:00,255.55999755859375,257.289794921875,253.25059509277344,254.50999450683594,25865164,0.0,0.0
2023-12-18 12:30:00-05:00,254.5,255.37939453125,253.50999450683594,254.3699951171875,16877086,0.0,0.0
2023-12-18 14:00:00-05:00,254.36000061035156,254.97000122070312,252.13999938964844,252.78460693359375,20026076,0.0,0.0
2023-12-18 15:30:00-05:00,252.75999450683594,252.88999938964844,251.36000061035156,252.02000427246094,7893149,0.0,0.0
2023-12-19 09:30:00-05:00,253.47999572753906,257.7300109863281,253.00999450683594,257.6249084472656,40194535,0.0,0.0
2023-12-19 11:00:00-05:00,257.6424865722656,258.33990478515625,255.24000549316406,256.04998779296875,24845837,0.0,0.0
2023-12-19 12:30:00-05:00,256.06500244140625,256.95001220703125,254.66000366210938,255.55999755859375,18206560,0.0,0.0
2023-12-19 14:00:00-05:00,255.57000732421875,256.8999938964844,255.5,256.1000061035156,13553304,0.0,0.0
2023-12-19 15:30:00-05:00,256.0600891113281,257.25,256.010009765625,257.19500732421875,6208436,0.0,0.0
2023-12-20 09:30:00-05:00,256.4100036621094,259.8399963378906,254.87010192871094,257.8555908203125,39746837,0.0,0.0
2023-12-20 11:00:00-05:00,257.8450012207031,258.010009765625,255.60000610351562,255.78689575195312,19410337,0.0,0.0
2023-12-20 12:30:00-05:00,255.77000427246094,257.44000244140625,255.1999969482422,256.7900085449219,14643089,0.0,0.0
2023-12-20 14:00:00-05:00,256.7900085449219,256.8999938964844,247.2899932861328,248.5500030517578,34753701,0.0,0.0
2023-12-20 15:30:00-05:00,248.5800018310547,249.4600067138672,247.0,247.23989868164062,12048781,0.0,0.0
2023-12-21 09:30:00-05:00,251.89999389648438,253.9499969482422,248.5500030517578,251.0800018310547,42278122,0.0,0.0
2023-12-21 11:00:00-05:00,251.11000061035156,254.00999450683594,250.6999969482422,251.2758026123047,25247955,0.0,0.0
2023-12-21 12:30:00-05:00,251.3000030517578,252.89999389648438,250.07009887695312,252.81700134277344,16196058,0.0,0.0
2023-12-21 14:00:00-05:00,252.8000030517578,254.6199951171875,252.5800018310547,254.56480407714844,16081665,0.0,0.0
2023-12-21 15:30:00-05:00,254.55999755859375,254.79989624023438,253.74000549316406,254.51910400390625,6814491,0.0,0.0
2023-12-22 09:30:00-05:00,256.760009765625,258.2200012207031,255.02999877929688,255.64480590820312,36617479,0.0,0.0
2023-12-22 11:00:00-05:00,254.91000366210938,256.3399963378906,254.25999450683594,255.87010192871094,18273472,0.0,0.0
2023-12-22 12:30:00-05:00,255.8800048828125,256.3900146484375,254.7100067138672,254.7449951171875,11025626,0.0,0.0
2023-12-22 14:00:00-05:00,254.75990295410156,254.97000122070312,251.3699951171875,253.3249969482422,19805986,0.0,0.0
2023-12-22 15:30:00-05:00,253.3101043701172,253.33990478515625,252.14999389648438,252.53900146484375,5668758,0.0,0.0
2023-12-26 09:30:00-05:00,254.49000549316406,256.989990234375,252.91000366210938,256.1379089355469,31997569,0.0,0.0
2023-12-26 11:00:00-05:00,256.1379089355469,257.5190124511719,255.85000610351562,257.44500732421875,18814462,0.0,0.0
2023-12-26 12:30:00-05:00,257.440185546875,257.9700012207031,256.5899963378906,257.5199890136719,14107282,0.0,0.0
2023-12-26 14:00:00-05:00,257.5120849609375,257.82000732421875,256.17999267578125,256.8550109863281,12408258,0.0,0.0
2023-12-26 15:30:00-05:00,256.8699951171875,257.4599914550781,256.3399963378906,256.7099914550781,6316474,0.0,0.0
2023-12-27 09:30:00-05:00,258.3500061035156,263.3399963378906,257.5199890136719,261.9219055175781,44736496,0.0,0.0
2023-12-27 11:00:00-05:00,261.92999267578125,262.9599914550781,260.69000244140625,262.4649963378906,18661541,0.0,0.0
2023-12-27 12:30:00-05:00,262.4800109863281,263.2499084472656,261.8299865722656,262.7099914550781,14689281,0.0,0.0
2023-12-27 14:00:00-05:00,262.69000244140625,262.698486328125,260.1424865722656,260.5899963378906,14713874,0.0,0.0
2023-12-27 15:30:00-05:00,260.5799865722656,261.54998779296875,260.45001220703125,261.54998779296875,10075626,0.0,0.0
2023-12-28 09:30:00-05:00,263.6600036621094,265.1300048828125,259.82000732421875,261.0580139160156,40020977,0.0,0.0
2023-12-28 11:00:00-05:00,261.0899963378906,261.159912109375,258.29998779296875,258.9800109863281,21801102,0.0,0.0
2023-12-28 12:30:00-05:00,258.9800109863281,259.8699951171875,255.5800018310547,255.82000732421875,19196517,0.0,0.0
2023-12-28 14:00:00-05:00,255.82000732421875,256.3399963378906,252.7100067138672,253.9654998779297,20026469,0.0,0.0
2023-12-28 15:30:00-05:00,253.9600067138672,254.47999572753906,252.8000030517578,253.19000244140625,9115282,0.0,0.0
2023-12-29 09:30:00-05:00,255.10000610351562,255.19000244140625,248.39999389648438,249.61000061035156,40013436,0.0,0.0
2023-12-29 11:00:00-05:00,249.63999938964844,249.75,247.42999267578125,248.46009826660156,20564389,0.0,0.0
2023-12-29 12:30:00-05:00,248.47500610351562,251.02000427246094,247.79010009765625,250.75,16130854,0.0,0.0
2023-12-29 14:00:00-05:00,250.75999450683594,251.0500030517578,249.36000061035156,250.40499877929688,13258055,0.0,0.0
2023-12-29 15:30:00-05:00,250.39999389648438,250.4199981689453,248.1199951171875,248.49000549316406,7525628,0.0,0.0
2024-01-02 09:30:00-05:00,250.0800018310547,251.25,244.41000366210938,248.9199981689453,46930293,0.0,0.0
2024-01-02 11:00:00-05:00,248.89999389648438,251.0,247.9416961669922,248.35000610351562,18551565,0.0,0.0
2024-01-02 12:30:00-05:00,248.35499572753906,249.3800048828125,247.0,248.24839782714844,13569258,0.0,0.0
2024-01-02 14:00:00-05:00,248.256103515625,248.5399932861328,246.3300018310547,246.77999877929688,14131514,0.0,0.0
2024-01-02 15:30:00-05:00,246.77000427246094,248.69000244140625,246.05999755859375,248.39999389648438,7973090,0.0,0.0
2024-01-03 09:30:00-05:00,244.97999572753906,245.67999267578125,236.32000732421875,239.52999877929688,51014059,0.0,0.0
2024-01-03 11:00:00-05:00,239.52499389648438,240.8699951171875,238.0800018310547,240.45860290527344,21995744,0.0,0.0
2024-01-03 12:30:00-05:00,240.44000244140625,241.27999877929688,239.69000244140625,240.75999450683594,14605331,0.0,0.0
2024-01-03 14:00:00-05:00,240.7899932861328,241.6199951171875,238.7100067138672,239.25010681152344,20891694,0.0,0.0
2024-01-03 15:30:00-05:00,239.2563934326172,239.74000549316406,237.99000549316406,238.4199981689453,7664219,0.0,0.0
2024-01-04 09:30:00-05:00,239.25,242.17999267578125,237.72999572753906,241.14120483398438,41176788,0.0,0.0
2024-01-04 11:00:00-05:00,241.15589904785156,242.6999969482422,239.77999877929688,241.1999969482422,19222454,0.0,0.0
2024-01-04 12:30:00-05:00,241.19500732421875,241.8699951171875,240.35000610351562,240.74000549316406,13663817,0.0,0.0
2024-01-04 14:00:00-05:00,240.73500061035156,241.08999633789062,238.67999267578125,239.860107421875,16955939,0.0,0.0
2024-01-04 15:30:00-05:00,239.8800048828125,240.25,237.8000030517578,237.9600067138672,7923570,0.0,0.0
2024-01-05 09:30:00-05:00,236.86000061035156,240.11959838867188,234.9001007080078,239.2050018310547,37301651,0.0,0.0
2024-01-05 11:00:00-05:00,239.22500610351562,239.72000122070312,236.3300018310547,236.61000061035156,17976610,0.0,0.0
